x,y_true,y_sampled
5.9813094,-0.5885384,-2.0787394
3.2592971,0.04310619,0.21885085
3.4234786,-9.004794,-7.584504
4.2657776,-1.0418754,-5.976779
3.766007,-8.023054,-0.5062587
5.6812553,-0.0739297,-0.2366978
4.521175,-0.63771987,-1.1943514
4.1076107,-5.1980968,1.2320793
3.5209801,-9.02065,-0.33765996
5.4582515,6.1507707,0.106667995
2.7524793,-9.040068,-1.6945183
2.2400818,-0.018606313,0.1938076
3.46028,-1.2728531,-7.4513693
4.5609875,-1.315769,-0.24782455
5.319365,-0.31640333,6.2534513
5.233196,4.1822934,0.20085835
2.96881,-1.1572762,0.012696743
5.2836003,-2.10764,5.615511
2.909885,0.9883114,2.7817676
3.6429017,0.6000212,-7.812682
3.9333,-0.92733216,-0.32895815
4.3854585,-1.4448069,0.68657255
3.7845972,-9.203338,-0.15656471
5.5000033,-0.2264139,0.11758685
4.525389,-0.57905185,-3.6303532
4.4254518,-4.1160183,-0.8202634
5.392878,5.1450076,2.005583
4.784643,0.16194749,0.72918916
4.63176,-0.3995944,-3.3312383
4.0203757,-5.101199,-5.6568537
2.0800066,-5.8167353,-4.979385
4.6006293,0.123429775,-0.3364694
5.2593794,4.904002,4.300684
5.204115,0.50540286,4.024832
3.210832,-10.816482,-0.19588697
4.8344135,0.6691504,0.45242548
5.6463833,-0.9856961,-0.9565561
0.80219936,1.1935196,0.4302802
4.6355906,-0.6165469,-1.9338331
4.285944,-0.7356666,-2.0711162
3.8285646,0.525888,-6.0343885
4.581367,-0.19546346,0.8423469
4.8995786,2.076782,1.8275952
3.7594182,-8.6382475,-0.011370897
3.5666003,-7.863483,-9.278766
3.2816045,-0.63407224,-7.794528
2.979516,0.42369387,-0.39085388
2.7332048,-8.270268,0.0017113686
5.075735,3.7557673,3.5293028
5.094172,-0.708854,0.23755121
4.1467485,-0.21237823,0.21484756
4.916153,-1.4832575,3.0096986
4.30558,-4.116988,-5.24846
4.1048512,-6.8865314,-4.6580286
3.8400486,-6.1632667,-5.7523775
3.6936474,-8.141831,0.924721
1.658721,1.6583666,-0.830129
3.8303685,-6.606676,1.0635214
3.5622938,-8.073714,-9.500245
2.472172,-10.100127,-8.173339
3.430893,-9.553002,-0.45212984
3.202664,-9.809576,-10.360503
4.425624,-0.4902326,0.3976128
2.8074985,-0.08033047,-9.741453
2.5749192,-0.3125143,-8.7471485
3.9514897,-5.29251,-6.528553
3.4121141,1.204542,-8.533809
2.1557293,0.6107835,-5.297495
3.9009953,-6.7354126,0.24018192
4.5643396,-0.893675,1.3527279
4.3481083,-3.5259442,0.27832294
3.8524382,0.80202794,-0.5789219
4.527216,-1.6405025,0.14949536
4.014154,1.6478728,-6.275318
3.6660895,1.0448068,0.86032796
3.5876846,-9.538817,-0.41491663
3.363254,-13.460741,-7.6147757
3.970731,-7.233427,-1.6779832
3.9495506,0.18440433,-8.291011
2.9806767,-8.449724,-10.053636
2.081059,-5.5517626,-5.9549127
2.768077,-8.7468815,-8.346784
3.8856182,-7.44227,-0.584133
4.238372,0.17461042,-4.301361
4.771448,0.32210106,0.8188977
2.9378924,-8.08109,-10.214649
4.623305,-0.8593278,-2.6159172
4.5034447,-3.1561937,0.9194715
5.2471685,4.30755,-0.9773172
5.6770573,0.7441435,-0.20935583
2.207499,2.2412438,0.31241608
3.9409342,-7.02027,-6.6010904
2.796513,-9.858707,-9.077916
5.716159,8.6177845,7.0990915
3.1519556,-9.874185,-9.767263
3.5703385,0.88074577,-9.084236
4.239968,-4.095444,0.54801226
4.1189117,0.23599668,0.9629469
2.56773,-8.807181,-0.5253266
4.148853,-1.7310798,-4.4216175
4.5944295,-3.1251595,-1.341113
3.8905833,-0.28717598,-0.094747186
4.487648,1.5212699,-0.26485026
5.229119,5.138825,5.192729
3.3534043,-0.33025455,-9.216207
5.4432106,-0.9508935,1.3353748
6.698988,8.406257,0.63899374
4.062389,0.8775798,-5.8696775
3.0085626,0.8247191,-11.038958
5.1745663,5.4328394,4.6351547
5.4143353,5.9111376,6.311762
2.8620014,-8.784732,-10.705011
4.0109444,1.1662236,0.48975706
2.2172046,0.7408852,-8.152912
3.3233585,-0.56818783,-0.7940433
4.620847,-0.25322723,1.0742147
3.6193178,-9.169804,0.8456054
3.6238816,0.22265492,0.6513045
3.570775,0.716504,-8.477998
3.1167078,-1.0518119,-10.907456
3.6883678,0.8995003,-0.08650613
4.732589,0.47780403,1.0111632
4.375468,-2.6442297,-0.0012969971
4.9512153,-0.3155634,-0.29513
4.279527,-0.8226957,-3.9832277
5.7214365,0.46668968,2.4944355
3.8153894,-0.61029446,0.9145675
4.0128527,-6.957812,-0.986043
3.6273491,0.023041818,-10.625569
4.305055,-0.17151092,0.49307632
3.6914177,-9.012325,-7.883252
2.746471,-9.323641,-0.33691287
2.3185868,0.30357477,0.7487061
3.8571372,-1.0508413,-7.350339
3.189489,0.07333659,0.00364542
3.5106983,0.27794492,-0.6464863
3.038385,-0.6503901,-8.70206
3.726978,-6.9553757,-0.28103137
3.4049754,-10.071016,-10.786753
3.929386,-0.2768864,0.039671183
5.7031,9.58692,0.3656981
3.6106157,-0.01625549,0.86128855
2.5636642,-6.9468145,-0.4042008
3.3854074,1.0990268,0.904119
3.925244,0.6452306,-5.0177636
3.3585534,0.43569872,-8.664799
4.952306,2.2994218,3.6013715
4.642497,-0.19047906,0.35951638
3.6516836,0.39040545,-8.518092
4.677216,0.89079666,-0.7959511
5.070924,1.4804227,0.19634318
4.564101,-0.9253851,-0.12760556
2.5080132,-7.0786324,-9.623003
6.7644057,0.3693111,0.39719915
3.428999,-0.8733608,-6.848013
3.5294788,-9.584577,-0.7009077
4.92665,0.8101125,-1.2487823
5.2887244,6.1252003,6.015501
6.3681254,-1.2193481,1.3632066
4.103854,0.18394843,-1.4016151
4.815458,1.1055093,0.7709949
3.4421008,-9.824988,0.7330098
5.554232,5.6705127,8.50799
5.5256853,7.187518,6.4710903
4.129151,-2.3449166,-5.951897
4.546546,-2.040617,-0.51249015
4.1193514,0.109590404,1.4905913
3.3206172,-11.133063,-0.5088016
5.319283,6.160367,6.8026876
3.7590992,-8.277954,1.6463833
3.5404868,-1.4280559,-9.174036
2.7381935,0.08748667,-9.72095
2.9702373,-9.93427,-10.077337
2.7091093,-9.7590685,-10.043658
3.9772837,-0.05349001,-8.308745
4.28122,0.32638174,1.6855133
3.8461766,-6.877526,-7.7595034
4.7651653,0.8453542,-0.49321425
5.7694283,-0.3814862,9.206583
3.6941133,-1.7200673,-0.33578706
4.2713633,-4.0705996,-4.855194
3.812816,-7.659696,0.20013475
3.3622136,0.845709,0.63614726
4.081783,-2.214145,-0.9266094
3.7969234,0.77715474,0.30509114
2.0933108,0.15753222,0.14141273
3.4859066,0.24677667,-10.709209
4.1482306,-6.1094637,-0.24062264
4.864405,3.2789452,0.09627485
4.092595,-5.6150107,-4.825344
4.769029,1.6085421,1.1638279
2.3380277,-4.9811926,1.7416186
4.581065,-0.502236,0.23917651
4.3189964,0.1656281,0.4926858
4.228108,-6.162657,-0.40956485
4.517316,-1.0163751,1.2634656
4.846143,-2.1176214,2.2390559
4.026062,-0.8946354,1.2949445
4.640465,0.58944416,-0.40478635
4.711155,-1.2370578,1.5967164
3.0965638,-9.274885,-0.10828745
3.615792,-8.728213,-8.085277
3.7953155,-7.8442116,-7.9581375
5.143728,-0.15130933,-0.011615515
4.7749615,0.25036868,1.4519227
4.4143095,-0.03254226,-2.35127
2.9630625,-9.482594,-10.856534
2.362966,-7.4449863,-0.67159045
3.8500926,-0.88074875,0.3971901
3.4388134,0.32129896,1.1009407
2.6617582,-8.550055,-9.472609
2.6244988,-1.2745268,-8.88906
4.4437704,-2.176087,-0.46711576
3.5890803,-1.6478977,0.050352573
3.6710289,-8.388489,-8.398414
5.3046265,1.7819812,0.31764984
3.4579985,1.0366431,-0.48352814
5.8604336,1.22616,0.05391264
4.3945622,-0.8434708,-3.2523022
3.4389935,-0.97219753,-9.648755
2.9393406,0.72555834,-10.26047
3.858706,-0.60203993,2.3244255
3.2834785,-9.102804,0.55624104
4.3731804,-4.29632,-1.2254947
4.285762,0.5135526,0.08619833
4.0153456,-0.6806219,-1.8087494
4.359719,-2.6103735,-2.4690096
4.3346124,1.2059203,-0.8600409
2.240557,-5.3275795,-0.8188406
4.1460395,-3.6342297,0.09097004
4.5626426,-0.8809688,1.3112738
5.169671,-0.84610116,0.7283468
3.3465757,-1.5194917,-10.511029
3.4686084,-10.602485,-9.822551
1.8077288,-0.9060767,-1.5884064
2.94161,1.0941297,-1.0236965
3.247378,-1.2129742,-11.887594
5.2324343,0.3196582,4.3202734
4.07273,-6.104663,-5.3321066
5.1798816,5.511043,0.15318775
2.201505,-5.7096095,-7.067604
5.0809107,5.9258327,1.7943764
5.198665,5.1201553,1.0683002
4.332297,-0.5655357,-3.5895379
4.922604,0.3609151,3.0003593
4.437846,-2.117929,-2.6778247
4.518234,-3.1121202,-2.1137414
3.1267402,1.0069866,-8.83588
5.3991327,7.0998983,5.763014
3.51151,-10.6068735,-8.668179
4.782734,0.952598,-0.93537176
3.883515,-1.9660456,-7.0797005
6.465167,10.77447,0.6527598
2.8917594,-0.47635934,1.4025044
2.8892317,-0.8429113,-10.81215
4.5039997,1.6590679,-0.0083658695
2.4885297,0.65384763,-8.497395
4.843922,-0.21877854,0.95712614
3.7935553,-0.57551175,-10.599349
4.049764,-4.6716547,-1.3652097
3.282704,-2.7862864,-10.899253
3.3241754,-10.648098,-0.7499405
4.3779187,-3.125242,-3.3899796
5.97596,9.327843,7.7994604
4.364196,-4.728941,-3.0924268
4.666701,0.63597995,-0.6855496
5.6851435,1.0023694,-1.1577588
1.9584522,-4.388853,0.72490835
4.468794,-3.0930655,-1.5837477
5.692385,0.97512686,6.9190874
4.509104,2.127874,-0.009302855
4.0230565,-7.153345,-0.5256268
2.8151562,-8.012127,-0.7019515
3.683785,-8.685455,1.1449242
4.426438,-2.8654945,-3.5882397
2.6886718,-1.8907927,-9.530525
1.8011029,-2.298283,-1.0035889
3.7184856,-8.902472,-7.6175385
3.5184956,-8.976195,0.81129193
3.5243924,-8.75033,-8.180409
4.418219,0.10188917,-1.8476615
3.952387,0.82073367,-6.5437164
2.4107103,-7.752528,-7.333765
3.5064764,-9.662864,1.1477246
4.69491,0.9337943,1.5431712
2.6618037,0.07750583,-0.076794624
4.859836,-0.009638299,0.8802669
3.1574297,-11.109217,-12.1198
3.6701603,-8.802394,-9.986774
3.8757808,-6.6850176,-1.0691643
4.0163655,0.558183,-6.011449
3.846492,0.7368622,-1.4908737
4.4766984,-1.5509684,-1.8727889
4.711816,0.22423242,-2.620079
3.623236,-1.1881958,-9.204845
3.9563615,-8.011204,0.11324191
2.5658627,-7.2790556,-7.7116623
3.0787473,0.77186227,-11.562097
3.7864535,-1.7299845,-7.252393
4.8774176,1.3212695,1.025521
5.195896,3.5365367,5.00406
2.8073902,-0.021109669,-9.009829
2.9048333,-8.940456,-11.754713
3.4313862,-8.7133255,-1.8157783
3.501203,0.8999554,-8.718635
3.680126,-0.7032759,-8.216681
3.1981165,-0.37387305,0.39983964
4.4701295,-0.83824486,-0.33097255
5.207784,4.3928633,-1.4794655
3.4407854,-7.098525,1.0838294
4.1387086,1.5777771,0.92410254
4.622454,-0.25489822,0.8172455
4.3213167,-0.32533512,-3.622438
2.3003144,-7.0540314,-6.3568687
3.711211,-1.8491061,-0.65487206
4.1138964,-3.7189,-3.8827286
3.5842443,-0.053095307,-0.20625508
4.9776406,-0.14051598,3.8492448
6.274288,-0.13388324,0.46998835
4.3616667,0.78565687,-2.5953746
3.3549106,0.15449056,0.4148798
5.1857634,1.7385663,5.6690655
5.650518,0.02421708,7.0700073
3.5435336,2.0399928,-7.7282925
5.8370028,9.738249,8.304224
2.8453107,-8.956067,-0.111010194
3.89569,-8.944289,-0.0440228
5.8429413,8.4919,8.497083
4.5035777,-2.5660136,-2.7709284
3.5087965,-7.8953695,-8.962054
3.685597,-7.896174,-7.242461
3.2238908,-0.2576631,-1.760043
3.401959,-0.576968,-0.41701436
3.0518484,1.3205302,-1.7518197
3.7308488,-0.3258109,-0.8396994
4.8167677,1.2426348,1.7998776
4.1036882,0.7057118,0.017505646
3.4798324,-8.979952,-8.828845
3.479186,-8.74107,-9.253846
3.929562,-6.950043,-6.996151
4.781897,0.84465003,0.92085314
3.3317199,-8.182988,2.2785604
5.3890433,6.011968,-0.9512068
3.4355638,-7.5941377,-2.3097658
3.5343988,-0.58947563,-10.108128
3.82456,-0.4405688,2.735709
1.9918692,0.15661044,-4.0582237
4.227659,-4.2165427,-1.7291896
3.045896,-0.6661397,-10.509058
2.3098633,1.5251144,-6.1208773
5.4634705,6.5303807,7.6408443
3.5615706,-1.8689511,0.20392227
5.3149185,6.007713,6.5964947
5.3261333,-0.91141987,0.43742847
4.217158,-6.0610256,-4.163822
2.3030949,0.2440067,-1.6695726
4.117936,0.8064882,-6.4966545
3.9163253,-8.7613735,-0.50270903
5.110225,-0.65910715,3.8177087
3.8726544,-0.44143364,-8.068894
1.9747992,-7.0277004,-0.9866128
4.043543,-5.515998,0.9660847
4.5706806,-1.9809356,2.4685724
4.3803434,-3.8915906,-0.46683705
4.134642,-0.70448023,-4.0109205
3.650667,-1.0867149,0.18803859
3.520215,-8.113306,-1.2599573
3.0548642,-9.572301,0.5591364
3.8203485,0.30880976,1.2918437
4.3416834,-4.0822234,-0.14799929
3.487528,-8.350699,-0.5756594
5.81669,0.6831542,0.42194915
3.8429124,-8.376382,-7.7226477
4.023953,-5.549836,1.2324352
2.4060454,-8.897985,-7.634902
4.9887424,0.4867474,-1.0966549
4.252184,1.7042135,0.6338167
3.6370742,-2.1335762,-8.559256
3.8992918,-0.4522671,-0.18661785
4.2823963,-5.1241674,0.16787958
4.9977365,0.5963094,3.5545213
2.4765415,-7.6145606,-0.2869736
3.6447773,-9.357945,-9.721991
3.146191,-8.883646,-0.44050813
5.807255,9.601325,0.41904593
1.301976,-0.10188151,2.6955817
5.140324,0.4043963,4.6656256
5.0840707,4.171672,0.5674007
3.1263833,-9.45871,-8.216918
3.1819568,1.181788,-9.375365
3.4663987,0.93684125,0.17724562
3.988797,-0.9651967,-6.5518723
2.7962337,-8.53934,0.76534843
3.962884,-0.28838253,-0.14741182
4.4330096,-4.9235854,0.18969655
3.4957392,-7.405843,0.6845758
2.0052676,1.8029925,-0.6973659
3.0439272,0.9018376,-1.966296
4.4985046,-1.3719362,-1.0710214
2.9821405,-0.447249,-10.712655
5.447555,0.25226834,6.7676487
4.6578455,-0.2925504,-1.2943377
5.2807994,4.516004,6.1347656
2.3249474,0.84637195,-7.180784
5.089312,-0.32579735,-0.78592014
3.462647,-0.048593547,-8.504556
3.7110925,0.58663267,-1.700676
5.532624,-1.3432047,-0.5610515
3.9106436,-1.741334,-7.9586906
4.118814,-3.937344,-4.8941264
3.4359488,-11.782599,-2.2609673
6.881381,1.3286024,8.371857
3.7206995,-6.938365,0.5069628
4.256717,0.31090117,1.1786399
5.26277,-0.6351394,5.2489376
5.0492387,-0.30690655,4.489277
2.8544545,0.33141777,-9.266694
4.1531386,-4.546601,-1.4842527
4.130318,-5.8508782,-7.1358995
4.176065,0.5354773,-4.5586743
3.558968,1.6109601,-1.7213587
4.267267,-0.21469519,-4.518191
2.881816,-9.836028,-10.932594
4.5781097,-1.1868751,0.13075495
3.6025205,1.362805,-1.0725138
4.5426946,-0.19348381,-0.4028319
4.3168073,0.5241395,-3.9480386
3.7581668,-9.021009,-7.750864
3.9142797,-6.269373,-8.697556
2.3465545,1.5283115,-8.464926
1.8384984,-1.0825697,-0.15893984
3.584601,0.60425735,-1.0071443
3.6386106,-0.65907335,-0.4370209
2.6955032,-1.0899587,-9.480274
3.7060494,0.75811946,-5.978303
3.1858597,1.1245527,-10.47822
3.900362,0.78872985,-6.7333174
2.482257,-6.830277,-0.4353857
5.0731583,-0.36854777,4.358423
5.3864565,6.544825,-0.87280977
4.2527785,-4.2735033,-1.6422024
5.2220087,-0.017638,5.834998
5.1432834,2.1002765,0.06016469
3.2088838,-10.832767,-1.2282479
4.98833,3.3245783,3.4996722
2.7047172,-10.416896,-7.8237658
4.18575,-4.7766104,0.21915102
3.2312384,-11.772855,-8.951878
2.8529835,-10.099356,-7.746106
4.36912,-2.5016313,1.2556293
4.319132,-2.5974445,-0.074650645
3.7248282,-9.5760355,-1.4037416
2.3360639,-7.3571377,-6.8766203
4.6088376,-1.0862904,-0.9184524
2.3214064,0.12777588,0.31089807
3.7430649,-9.315768,-8.462261
3.8508317,-7.214335,-0.30483758
3.773697,-6.8827505,0.09329796
4.7850347,1.310848,-0.12321043
2.0851307,1.4509158,0.11831355
2.9593968,-9.800379,-9.795561
5.6374855,5.4568253,6.4788523
5.6397586,7.654889,6.9958105
5.939601,0.64765954,-0.0010988712
4.2937984,-0.049635865,-2.7520766
4.4740934,-1.6653311,-0.53066397
2.8273027,-8.442764,0.27373767
4.6119905,-0.8442057,-1.6332228
4.8188744,2.1611638,0.84266734
3.278706,-10.741897,-0.46630883
2.3209476,-5.7805576,-6.422863
4.209706,1.6169822,0.21820498
4.560735,-1.9660518,0.34599614
4.065555,0.18866749,0.4965663
4.1001825,-0.42337963,0.67089605
4.236908,-0.86110353,-0.96172
3.6421404,-0.18205917,-8.231546
4.175638,-4.5368104,0.8542502
4.069043,-1.002507,0.17000318
6.751397,9.223259,8.16271
4.656664,0.8572968,-1.2556088
3.301249,-9.113786,0.34002852
4.5614424,-0.17865486,-1.926885
3.7315753,0.25599468,-8.953414
4.7552133,1.8727767,0.69994235
3.843076,-7.055368,0.754899
3.8750682,-8.593311,-0.65994775
5.33959,0.6015037,-1.1607778
3.8779616,-8.705539,-8.053016
2.628798,-7.243017,-1.1845267
6.090753,-0.03738301,-0.15249383
3.0791376,-8.6027155,-10.06019
3.265805,1.3893633,-2.1147597
3.873059,1.0411514,-8.348231
2.7283323,-7.6727114,-6.920828
4.340898,-1.6983172,-1.3949885
2.3759055,-1.8215533,-0.3674296
4.9654613,2.0953274,-0.122979045
5.017593,2.9915097,-0.6002569
5.6873612,-0.47333604,-2.0346968
5.1902514,4.2301297,5.44151
5.5115604,0.44260803,0.32636976
3.2030237,-9.659084,0.80062675
3.1393664,-0.7142298,-0.9426789
4.1743126,0.4248065,-4.977853
4.896213,1.6035938,1.9504187
4.9309254,1.5857894,-0.19093275
4.2298884,-3.8137949,-4.45646
2.7786536,-9.553758,-10.299675
4.2293005,-1.1071428,-0.68035746
6.467086,9.963765,-1.4996464
3.9588501,-0.7142495,-7.5367937
4.142776,-0.3391245,0.34615254
4.1650076,-5.5658894,-4.494968
3.4495914,-10.735763,0.4382627
5.568258,8.587425,6.4304657
3.6372976,-0.2960556,-10.453559
3.3195198,-0.32051387,-8.791887
4.657656,-2.473423,0.65365815
3.2030802,-8.177189,-9.366624
3.6127696,-8.274931,-1.175418
5.118892,-0.29765537,1.0109639
4.117312,-0.81520754,0.40763593
3.750244,-9.9892235,0.8987262
3.4627497,0.55055,-9.28184
2.6937163,-9.562384,-9.021584
5.1794705,1.1956226,5.071657
4.9112134,2.2338152,-0.087145805
3.7717588,-8.488506,0.0718441
3.3232052,-10.828973,-10.569891
3.632514,-10.509175,1.4305615
4.794558,-0.66050357,0.024081945
2.8200185,-9.78604,-8.186995
3.8397496,-1.2186434,0.3198614
4.4329977,-2.214445,1.4831424
4.1283803,1.1529646,-5.806608
5.3208847,-1.2127373,6.033577
2.4541101,-6.7227354,0.6449604
3.4324594,-9.228864,0.7955718
5.1136923,4.7801657,3.9282625
1.3772144,1.9933765,0.96699905
3.7959127,1.5741688,-10.250062
2.9530234,-8.095394,-9.609612
4.3836894,-2.7501333,-0.47518778
5.1256785,3.499282,2.3433397
3.8636408,-7.390773,-8.367595
4.0238996,-6.112164,-6.319414
2.9893022,-9.537637,-9.79918
3.5082033,-9.194489,0.4450283
4.7768555,0.10683286,0.37374353
3.4142354,-10.061408,-11.264712
4.6563087,-0.19795673,-1.2095399
3.8685007,-7.003033,-8.359805
4.2801847,0.015238651,-3.413773
4.5919013,-0.057457685,-1.7621931
3.5754323,-9.268323,-0.3541609
2.7378078,0.13252312,-7.5088367
5.532268,8.480106,-0.69663894
4.0014014,1.600884,-0.006771326
4.9903026,0.33818293,1.4496827
4.159201,-5.5137577,-4.140148
2.4717226,-1.2181187,-8.198109
4.4353237,-3.3231707,0.20906806
2.2298203,-0.785815,1.302562
3.2768764,-10.727305,-0.6717738
6.720827,0.27118054,-0.11202133
3.509283,0.78563166,-7.835412
4.7364383,-0.58869475,1.1128311
3.3171806,-8.778659,0.010675907
3.73641,-6.322965,-7.243325
3.9137022,-1.9836539,-5.1183767
5.70403,1.1337935,8.502975
4.0309916,-6.69583,-7.597355
4.096335,0.2276672,-1.228679
5.590341,-0.24989307,-1.702276
3.000045,0.43863043,2.0147274
3.983028,-8.216821,-0.23458171
4.9794927,1.4520907,0.6808677
4.6990542,0.11181191,2.8012178
4.6782107,-1.1259665,1.5079746
3.848879,-0.06507837,1.1123483
3.1202917,-8.846952,-11.680756
3.432671,-0.277918,-0.9190128
4.365138,-3.8760428,-4.498702
3.3499303,0.0044296985,-0.5146047
4.0961304,2.77036,-5.2980113
5.485115,-1.1829118,8.646385
5.9976764,10.84523,10.2295475
4.098313,-8.078952,-5.3651958
5.699728,0.33374333,7.7169867
3.707037,-8.805597,-8.59421
3.9328167,-7.9752812,1.2815523
2.715384,-1.9234892,-9.220633
3.4476597,-8.788564,-10.127397
5.3113537,0.6427305,-0.20591319
3.320591,0.110825114,-0.32728207
4.716075,-0.05795979,0.53950906
2.6305017,1.8964188,-7.095483
4.887661,-0.50610906,0.5669484
3.5297241,-0.51321083,-0.7378601
4.3699927,-5.9243712,-2.541638
2.9937983,-10.503087,-0.24181509
4.3961854,-2.4165602,0.7258837
4.7440486,-0.6352254,-2.0567577
4.452855,0.15021843,-3.7434907
4.614082,-0.5099855,-0.36322916
4.170097,-0.4820472,-8.683429
4.5617943,-1.4236784,-2.4577823
3.6858978,-9.115835,0.22842383
3.6830654,-0.64783114,-0.6588088
4.2135487,-5.3571215,-1.2858659
4.277066,-5.534927,-2.4328542
5.3631425,6.799679,6.5675135
3.7790492,0.48163655,0.4906962
3.6162677,-8.4324875,-8.727092
5.166744,4.2441244,-2.126544
4.178117,-3.7703886,-4.663002
4.3402467,-0.013119104,1.1063414
4.7942805,0.061121345,0.73846674
5.2486677,-0.36507744,-0.17335439
4.265872,0.6002988,0.7562754
4.427487,1.5800169,-3.0129857
4.081322,-0.68470013,-7.1871824
4.8036213,-0.692034,-2.3066463
5.4118433,5.58205,0.5421655
4.394109,0.9562762,0.60709834
3.962519,0.7357807,-6.4046535
4.867992,-0.56222993,0.44883037
3.8545036,-6.8402715,-4.724586
4.5075603,-2.6926463,-0.88440514
3.4176517,-12.854909,-9.648571
2.260377,-5.834995,-6.9581594
1.5705159,-0.0058810846,-0.13776612
3.1062093,-9.972002,-0.6881101
4.651408,-1.733928,-0.24981916
4.5580363,-1.584507,1.4845123
4.0885324,-1.6379143,-4.0749464
3.2348847,-1.3698112,-0.7649144
3.7738662,0.0030303455,-7.6029396
4.0671988,-5.7213407,1.8431387
3.167481,-0.3009901,-8.873846
3.5883274,-7.9904957,-2.3213563
3.3235824,-8.793172,-9.185979
4.0083256,-0.73762035,-1.0732272
3.5974844,-8.378977,-0.39177442
2.5235796,-0.9739453,0.668102
3.9723155,-6.9503503,-7.0821238
4.233854,1.1406814,1.966867
