step,train_loss,train_val_mse,test_val_mse,time_seconds
1920,0.9854888769296499,0.9965162873268127,1.1154570579528809,306.76242542266846
1930,0.98656747341156,0.9933422207832336,1.1140978336334229,308.09011459350586
1940,0.9835554278813876,1.0006393194198608,1.100151538848877,309.4114742279053
1950,0.9825647528354938,1.0008866786956787,1.1013160943984985,310.7321319580078
1960,0.9802214723366958,0.9996462464332581,1.11805260181427,312.21900486946106
1970,0.9826742135561429,0.9958838820457458,1.11794114112854,313.55968737602234
1980,0.9848960326268122,0.9952797889709473,1.102844476699829,314.90359449386597
1990,0.9784852037063012,0.9993041157722473,1.1006165742874146,316.24823021888733
2000,0.9877046209115249,0.9962555170059204,1.1061378717422485,317.5755305290222
2010,0.9809283898426936,0.9968730211257935,1.113811731338501,319.0086278915405
2020,0.9838141221266526,0.994257926940918,1.1131901741027832,320.32649517059326
2030,0.9857610042278583,0.9948001503944397,1.1111185550689697,321.65195775032043
2040,0.9891166943770189,0.9994303584098816,1.12775456905365,322.98608779907227
2050,0.9868306325032161,0.9928781390190125,1.1118062734603882,324.3025686740875
2060,0.9835599697553195,0.9962397813796997,1.1076480150222778,325.71122884750366
2070,0.9808705183175894,0.9948298335075378,1.1100512742996216,327.0287654399872
2080,0.9885386879627521,0.999197244644165,1.0960569381713867,328.353848695755
2090,0.9840318157122685,0.9976897239685059,1.1078139543533325,329.6788184642792
2100,0.9828527523921087,0.9974080324172974,1.1000148057937622,331.01309752464294
2110,0.9831029387620779,0.9984721541404724,1.117777943611145,332.42576146125793
2120,0.9832750632212712,0.9944126009941101,1.130653738975525,333.7465395927429
2130,0.9784903856424185,0.9900746941566467,1.1274487972259521,335.07583594322205
2140,0.984216178380526,0.9948999881744385,1.1025029420852661,336.4047131538391
2150,0.9778194207411546,0.9956857562065125,1.1188124418258667,337.72981905937195
2160,0.9850702414145837,0.9956837892532349,1.114906907081604,339.1549713611603
2170,0.9852857085374686,1.0016926527023315,1.1055712699890137,340.5572474002838
2180,0.9803964944986197,0.9957045912742615,1.1156526803970337,341.87890815734863
2190,0.9752417591901926,0.99895840883255,1.08161461353302,343.2058765888214
2200,0.9803887339738699,0.9991881847381592,1.1186223030090332,344.52294397354126
2210,0.9802371740341187,1.0000663995742798,1.0869303941726685,345.92687153816223
2220,0.9854102813280545,0.9956567287445068,1.1031256914138794,347.26926350593567
2230,0.9816959747901329,1.0004627704620361,1.0916376113891602,348.6001603603363
2240,0.9848374064152058,0.994099497795105,1.132330298423767,349.9555003643036
2250,0.9815628033417921,0.9935206770896912,1.1203278303146362,351.30952525138855
2260,0.9787584029711209,0.9953797459602356,1.1109576225280762,352.74859738349915
2270,0.9853346329468947,1.0004687309265137,1.1244922876358032,354.20441341400146
2280,0.9761509821965144,0.9993800520896912,1.102383017539978,355.542991399765
2290,0.9780293556360098,0.9969188570976257,1.0933371782302856,356.8680212497711
2300,0.9766824117073646,0.9962518215179443,1.1423112154006958,358.1870958805084
2310,0.9831517751400287,0.995830774307251,1.1144336462020874,359.59369468688965
2320,0.9778958953343905,0.9934202432632446,1.1033880710601807,360.9070465564728
2330,0.9776606605603144,0.9908918142318726,1.092574954032898,362.24099040031433
2340,0.9840797323447007,0.9935547709465027,1.0863392353057861,363.562096118927
2350,0.982857622550084,0.9937722682952881,1.108744502067566,364.8836703300476
2360,0.984585544696221,0.9919248223304749,1.1343308687210083,366.3318257331848
2370,0.98213433944262,0.9924589395523071,1.1254416704177856,367.65611958503723
2380,0.9756808060866136,0.9912317395210266,1.104135274887085,369.172082901001
2390,0.9779198985833388,0.9964357018470764,1.1096444129943848,370.516907453537
2400,0.9783704207493709,0.9907781481742859,1.111998438835144,371.83200216293335
2410,0.9810882238241342,0.994259774684906,1.0819189548492432,373.246618270874
2420,0.975984160716717,0.9937518239021301,1.1080845594406128,374.6043827533722
2430,0.9803596890889681,0.993354320526123,1.1189607381820679,376.6560173034668
2440,0.9800890766657315,0.997156023979187,1.1270426511764526,378.2095687389374
2450,0.9798304713689364,0.9951387047767639,1.099799633026123,379.60570669174194
2460,0.9810085085722117,0.9917264580726624,1.104811429977417,381.06172037124634
2470,0.9774217642270602,0.9868811368942261,1.1027381420135498,382.39088678359985
2480,0.9823103767174941,0.9912004470825195,1.1237995624542236,383.7120270729065
2490,0.9774762612122756,0.9947525858879089,1.1156264543533325,385.0532054901123
2500,0.9746431699165932,0.9893507361412048,1.101158857345581,386.37654066085815
2510,0.9785524441645695,0.9939788579940796,1.1252552270889282,387.782687664032
2520,0.9769687258280241,0.9932352304458618,1.1197926998138428,389.1059567928314
2530,0.9740442541929392,0.9928200840950012,1.0980852842330933,390.42972230911255
2540,0.9798355487676768,0.9912019968032837,1.1211234331130981,391.74282360076904
2550,0.9766957998275757,0.9944737553596497,1.1269713640213013,393.05625796318054
2560,0.978958799288823,0.993259072303772,1.1036735773086548,394.4986398220062
2570,0.9837589823282682,0.9922691583633423,1.1169350147247314,395.816201210022
2580,0.9734836440819961,0.9953736066818237,1.1338000297546387,397.1455955505371
2590,0.9768858772057754,0.9932435154914856,1.097900629043579,399.0159478187561
2600,0.9754887626721309,0.9915462136268616,1.1187424659729004,400.40390706062317
2610,0.9717455552174494,0.9927347302436829,1.129244327545166,401.8260130882263
2620,0.9784810790648827,0.9998008608818054,1.1144413948059082,403.15809774398804
2630,0.974136891731849,0.996910810470581,1.1240239143371582,404.488406419754
2640,0.9805199806506817,0.9896317720413208,1.095592737197876,405.82397508621216
2650,0.9736152529716492,0.9940813183784485,1.1257959604263306,407.1622898578644
2660,0.972405339204348,0.9925593137741089,1.1076927185058594,408.61048674583435
2670,0.9817679001734807,0.9885026216506958,1.1183931827545166,409.95671939849854
2680,0.9747461108060983,0.9871180653572083,1.1065311431884766,411.2879219055176
2690,0.9787058362594018,0.996892511844635,1.1050535440444946,412.6292989253998
2700,0.983192188006181,0.9945496320724487,1.1101692914962769,413.95870900154114
2710,0.9746965289115905,0.9903949499130249,1.1275181770324707,415.4001262187958
2720,0.9775217193823594,0.9869829416275024,1.0888259410858154,416.7319436073303
2730,0.9677506593557504,0.9932803511619568,1.1232690811157227,418.0729579925537
2740,0.9775250994242155,0.9915252327919006,1.1291756629943848,419.4378809928894
